TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220328124450,30-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,754.0,
TRX20220328124451,30-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,367.0,
TRX20220328124452,30-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,19.0,
TRX20220328124453,30-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,67.0,
TRX20220328124454,31-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,244.0,
TRX20220328124455,31-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,689.0,
TRX20220328124456,31-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,925.0,
TRX20220328124457,31-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,376.0,
TRX20220328124458,31-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,821.0,
TRX20220328124459,31-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,249.0,
TRX20220328124460,31-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,89.0,
TRX20220328124461,31-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,37.0,
TRX20220328124462,31-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,724.0,
TRX20220328124463,31-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,635.0,
TRX20220328124464,31-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,692.0,
TRX20220328124465,31-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,741.0,
